category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Math,Senior (Grade 11-12),"A statistics student wants to find out if there are more than 70% of students in a particular campus is right handed. In a random sample of 100 students, 87 said that they were right handed. What is the value of the sample proportion(p̂)?",p̂ = 0.70,p̂ = 0.87,p̂ = 100,p̂ = 87,p̂ = 0.87,1,Average
Math,Senior (Grade 11-12),"Consider again the problem of a statistics student who wants to find out if more than 70% of students in a particular campus is right handed. In a random sample of 100 students, 87 were right handed. Assume that it satisfies the conditions of CLT which statement best describes the sampling distribution of sample proportion?",Approximately normal with a mean of 0.05 and standard deviation of 0.70.,Approximately normal with a mean of 0.70 and standard deviation of 0.05.,Shape unknown with a mean of 0.87 and standard deviation of 0.05.,Approximately normal with a mean of 0.87 and standard deviation of 0.03.,Approximately normal with a mean of 0.70 and standard deviation of 0.05.,1,Average
Math,Senior (Grade 11-12),"Consider again the problem of a statistics student who wants to find out if more than 70% of students in a particular campus is right handed. In a random sample of 100 students, 87 were right handed. Assume that it satisfies the conditions of CLT, what is",z = (0.87-0.7)/√(0.7(1-0.7))/100,z = (0.87-0.7)/√(0.7(1-0.07))/100,z = (0.87-0.7)/√(0.87(1-0.87))/100,z = (0.7-0.87)/√(0.7(1-0.7))/100,z = (0.87-0.7)/√(0.7(1-0.7))/100,1,Average
Math,Senior (Grade 11-12),"An airline claims that, on the average, 5% of its flights are delayed each day. The next day, a test was conducted. In an independently random sample of 500 flights, 50 were delayed. Can central limit theorem (CLT) be applied in the scenario?","Not necessarily, because the population is already normal.","No, it does not satisfy the conditions of CLT.","Yes, because it satisfies the conditions of CLT.","Yes, because it does not satisfies the conditions of CLT.","Yes, because it satisfies the conditions of CLT.",1,Average
Math,Senior (Grade 11-12),"Consider the same scenario of an airline which claims that, on the average, 5% of its flights are delayed each day. With 50 delayed flights on a random sample of 500 flights. What is the mean of the sampling distribution using CLT?",the proportion of the population of the given size,the proportion of population over the sample size,unknown,the proportion of the population,the proportion of the population,1,Average
Math,Senior (Grade 11-12),"Using the same scenario of an airline which claims that, on the average, 5% of its flights are delayed each day and after sampling 500 flights on a specific day, 50 of them were delayed. What is the correct form of the test-statistic z?",z = (50-0.05)/√(0.05(1-0.05))/500,z = (0.1-0.05)/√(0.05(1-0.005))/500,z = (0.05-0.1)/√(0.05(1-0.05))/500,z = (0.1-0.05)/√(0.05(1-0.05))/500,z = (0.1-0.05)/√(0.05(1-0.05))/500,1,Average
Math,Senior (Grade 11-12),A medical researcher randomly sampled 100 adults and concluded that 5% of them have medication allergy. What is the value of the sample proportion p̂?,p̂ = 0.0005,p̂ = 0.05,p̂ = 0.005,p̂ = 0.5,p̂ = 0.05,1,Average
Math,Senior (Grade 11-12),"A medical researcher claims that less than 10% of Filipino adults are allergic to Medicine X. In a random sample of 100 adults, 5% said that they had allergic reactions after taking the medicine. Assume that it satisfies the conditions of CLT which statement best describes the sampling distribution of the sample proportion?","p̂ ~ Normal (0.1, (√(0.1(1-0.1)/1000))) approximately","p̂ ~ Normal (0.1, (√(0.05(1-0.1)/100))) approximately","p̂ ~ Normal (0.5, (√(0.05(1-0.05)/100))) approximately","p̂ ~ Normal (0.1, (√(0.1(1-0.1)/100))) approximately","p̂ ~ Normal (0.1, (√(0.1(1-0.1)/100))) approximately",1,Average
Math,Senior (Grade 11-12),"Consider the same scenario of a medical researcher who claims that less than 10% of Filipino adults are allergic to Medicine X. Recall that in a random sample of 100 adults, 5% said they had allergic reactions after taking the medicine. Assume that it sat","p̂ ~ Normal (0.1, (√(0.1(1-0.1)/100))) approximately","p̂ ~ Normal (0.1, (√(0.1(1-0.1)/1000))) approximately","p̂ ~ Normal (0.05, (√(0.05(1-0.05)/100))) approximately","p̂ ~ Normal (0.1, (√(0.05(1-0.1)/100))) approximately","p̂ ~ Normal (0.1, (√(0.1(1-0.1)/100))) approximately",1,Average
Math,Senior (Grade 11-12),Choose the correct group of words to complete the statements. The ________ region is the region beyond a ________ value in a hypothesis test. It is also called ________.,"critical, rejection, hypothesis test","rejection, critical, hypothesis test","critical, hypothesis test, rejection","hypothesis test, rejection, critical","rejection, critical, hypothesis test",1,Average
Math,Senior (Grade 11-12),Which of the following is not a rejection region or a hypothesis test?,"Right-tailed, one-directional","Two-tailed, one-directional","Two-tailed, non-directional","Left-tailed, one-directional","Two-tailed, one-directional",1,Average
Math,Senior (Grade 11-12),If the value of the ________ z reaches or is in the ________ region; ________ the null hypothesis.,"rejection, reject, test-statistic","test-statistic, rejection, reject","reject, test-statistic, rejection","test-statistic, reject, rejection","test-statistic, rejection, reject",1,Average
Math,Senior (Grade 11-12),"A statistics student wants to find out if more than 70% of students of a particular campus is right handed. With a random sample of 100 students, 87 were right handed. Test at 0.05 level of significance if the claim is true. Assuming that it satisfies the conditions of CLT, what is the appropriate hypothesis test to be used?","Two-tailed, non-directional","Right-tailed, one-directional","Left-tailed, one-directional","Left-tailed, non-directional","Right-tailed, one-directional",1,Average
Math,Senior (Grade 11-12),Given the alternative hypothesis: The proportion of babies born as females is not equal to 0.6. Consider α = 0.05. What is the correct decision rule?,z ≥ z0.025,z ≥ z0.05,|z|≥ z0.05,|z|≥ z0.025,|z|≥ z0.025,1,Average
Math,Senior (Grade 11-12),"A medical researcher claims that less than 10% of Filipino adults are allergic to a certain medication. In a random sample of 100 adults, 5% says they had an allergic reaction upon using the medication. Assuming that it satisfies the conditions of CLT, what is the value of the z statistic α(Zα)? Consider α=0.01.",none,z0.01 = 0.5040,z0.05 = 0.5199,z0.01 = -0.5040,z0.01 = -0.5040,1,Average
Math,Senior (Grade 11-12),FIll in the blanks with the correct answer. The ________ used for the hypothesis testing of a population depends on the ________. It can be a ________ or c-value.,"test-statistic, sample size, z-score","sample size, z-score, test-statistic","z-score, test-statistic, sample size","test-statistic, z-score, sample size","test-statistic, sample size, z-score",1,Average
Math,Senior (Grade 11-12),"FIll in the blanks with the correct answer. When the sample size is ________, use the central limit theorem with the test statistic ________. When the sample size is small, the hypothesis testing is based on ________ distribution with the test statistic ________.","large, z, normal, c","small, z, binomial, c","large, c, binomial, z","large, z, binomial, c","large, z, binomial, c",1,Average
Math,Senior (Grade 11-12),"A student believes that 75% of the campus will vote for the previous winning party list. Based on the interview from 700 students, it is reported that 385 will vote for the previous winning party list. Which of the following shows the correct given values","p=0.75, n=700 and p̂=385/700=0.55","p=0.75, n=700 and p̂=385/755=0.55","p=385/700=0.55, n=700 and p̂=0.75","p=0.70, n=700 and p̂=75/700=0.11","p=0.75, n=700 and p̂=385/700=0.55",1,Difficult
Math,Senior (Grade 11-12),"Consider the previous problem where in a student believes that 75% of the campus will vote for the previous winning party list. And based on the interview from 700 students, it is reported that 385 will vote for the previous winning party list. Suppose CLT is used, what is the value of the test statistic z?",z=-12.2201,z=-10.6363,z=10.6363,z=12.2201,z=-12.2201,1,Average
Math,Senior (Grade 11-12),"It is believed that in a particular province, 10% of the population are vegetarians. If the 120  people polled randomly, 10 claimed to be a vegetarian. What is the value of the test statistic?",z=0.6086,c=0.6086,z=-0.6086,c=-0.6086,z=-0.6086,1,Average
Math,Senior (Grade 11-12),"Given the data that provides convincing evidence to suggest that the true population proportion of students from a certain University who have travelled outside the country is less than 0.15. Based on the survey, out of 70 students, only 2 claimed they have travelled outside the country. Compute for the p-value.",p-value=0.999,p-value=0.001,p-value=0.998,none,p-value=0.001,1,Average
Math,Senior (Grade 11-12),"Based on the historical data, the population proportion of the residents who have generators in a subdivision is 80%. The local newspaper surveyed 20 residents and 9 claimed that they have generators. What is the correct value of test statistic?",c=9,c=20,z=0.45,z=0.80,c=9,1,Average
Math,Senior (Grade 11-12),Consider the problem again with 80% of the residents who has generator in a subdivision. The local newspaper surveyed 20 residents and found out that 9 from it has a generator. Which is the appropriate p-value to be used?,"p - value = 2 min (P[X ≤ 9], P[X ≥ 9])","p - value = 2 min (P[X ≥ 9], P[X ≥ 9])",p - value = P[X ≤ 9],p - value = P[X ≥ 9],"p - value = 2 min (P[X ≤ 9], P[X ≥ 9])",1,Average
Math,Senior (Grade 11-12),Fill in the blanks with the correct answer. Drawing conclusion about the population parameter is made by comparing the ________ to the decision rule. It will either reject the ________ hypothesis or fail to reject it.,"test-statistic, alternative","test-statistic, null","sample proportion, alternative","sample proportion, null","test-statistic, null",1,Average
