category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Junior (Grade 7-10),"Which among the types of plate boundaries is also known as Slip or Conservative Plate Boundary, where plates in this boundary can cause earthquake wherein seismic waves are released from the focus across the epicenter? Select the correct answer.",Convergent,Divergent,Transform,Tensional,Transform,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. In divergent plate boundary, 1: In the gaps created, volcanoes are formed. 2: Magma goes up, fills the gap to form new crust.",Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are true.,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and or/false. In tensional convergent plate boundary, 1: There's melting of an oceanic plate. 2: Oceanic plates sediment becomes crumpled into fold mountains.",Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are true.,Both statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. In compressional convergent plate boundary, 1: Moving continental plates are forced to fold up. 2: Folded continental plates become mountains.",Statement 1 is false; Statement 2 is true.,Both statements 1 and 2 are true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,1,Average
Science,Junior (Grade 7-10),"Identify which among the given statements are true and/or false. In transform plate boundary, 1: Movement of plates can cause earthquake. 2: Composite volcanoes are created.",Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),San Andreas Fault line in California is an example of what type of plate boundary? Select the correct answer.,Transform,Divergent,Tensional,Convergent,Transform,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Crust is the outermost layer of the earth. 2: Oceanic crust is thicker than continental crust.,Statement 1 is false; Statement 2 is true.,Both statements 1 and 2 are true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Crust is mainly composed of two kinds of rocks. 2: Continental crust is made up of granite rock.,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are true.,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Asthenosphere) is made up of crust and the upper layer of the mantle.",TRUE,Lithosphere,Atmosphere,Mohorovicic Discontinuity,Lithosphere,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Inner core) is the thickest layer of the earth and is located below the crust.",Mantle,outer Core,TRUE,Crust,Mantle,1,Average
Science,Junior (Grade 7-10),What is the boundary between the crust and the mantle called? Select the correct answer.,Core,Upper Mantle,Lower Mantle,Mohorovicic Discontinuity,Mohorovicic Discontinuity,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Combination of slab pull and ridge push moves the ocean plates. 2: Oceanic plates are pushed around by continental plates.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are true.,Both statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Circular pattern of density driven molten magma is called convection cell. 2: Movement of the plates is the surface manifestation of mantle convection.,Statement 1 is false; Statement 2 is true.,Both statements 1 and 2 are true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Ridge push) is the force exerted by the cooling, subsiding rock on spreading lithospheric plates that drive the plate movements.",Convection,Plate Boundary,Slab Pull,TRUE,TRUE,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Gravitational Sliding) is the force exerted by the sinking edge of the plate on the rest of the plate.",TRUE,Plate Boundary,Convection,Slab Pull,Slab Pull,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Convection Cell) is the circular pattern of density driven molten magma in the mantle.",Inner core,Lithosphere,TRUE,Outer core,TRUE,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: One of the evidences of plate movement is the shape of many continents that would fit well if pushed together. 2: Shape of the east coast of North and South America relatively fit to the ,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. 1: Distribution of active volcanoes and earthquake epicenters define the plate boundaries extremely well. 2: Geological activity has nothing to do with plate tectonics.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are true.,Both statements 1 and 2 are false.,Statement 1 is false; Statement 2 is true.,Statement 1 is true; Statement 2 is false.,1,Average
Science,Junior (Grade 7-10),Identify which among the given statements are true and/or false. Magnetic strata within the fossil record show how the land masses were oriented at different times during earth's history. 2: Similar fossils found in western Africa and eastern South Africa,Statement 1 is false; Statement 2 is true.,Both statements 1 and 2 are true.,Statement 1 is true; Statement 2 is false.,Both statements 1 and 2 are false.,Both statements 1 and 2 are true.,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Mid Atlantic Ridge) is produced by lava welling up from the plates as they pull apart.",Magnetic Ridge,Pacific Ridge,Himalayas,TRUE,TRUE,1,Average
Science,Junior (Grade 7-10),"Select ""True"" if the statement is true, otherwise select the correct word that would make the statement true. (Seafloor spreading) is the mechanism behind seafloor magnetism.",TRUE,Mantle convection,Magnetic Stripes Spreading,Volcanic Activity,TRUE,1,Average
Science,Junior (Grade 7-10),Which of the following is not an electromagmetic wave?,Radio waves,Infrared,Gamma ray,Sound waves,Sound waves,1,Average
Science,Junior (Grade 7-10),Which of the following has the shortest wavelength?,Infrared,Visible light,Ultraviolet,Gamma ray,Gamma ray,1,Average
Science,Junior (Grade 7-10),Which of the following has the longest wavelength?,Gamma ray,Infrared,Microwaves,Radio waves,Radio waves,1,Average
Science,Junior (Grade 7-10),Which of the following has the greatest frequency?,X-rays,Infrared,Visible light,Ultraviolet,X-rays,1,Average
Science,Junior (Grade 7-10),Which of the following statements is true?,The frequency and wavelength of a wave is always the same.,"As the frequency of a wave decreases, its wavelength decreases as well.","As the frequency of a wave decreases, its wavelength increases.","As the frequency of a wave increases, its wavelength increases as well.","As the frequency of a wave decreases, its wavelength increases.",1,Average
Science,Junior (Grade 7-10),Which of the following is used for diagnosis of lung disorders?,Gamma ray,Infrared,X-rays,Radio waves,X-rays,1,Average
Science,Junior (Grade 7-10),Which of the following is used for night vision cameras?,Infrared,Microwaves,Sound waves,X-rays,Infrared,1,Average
Science,Junior (Grade 7-10),Which of the following is dependent on visible light?,Spectroscopy,Production of isotopes,Photosynthesis,Radio broadcasting,Photosynthesis,1,Average
Science,Junior (Grade 7-10),Which of the following is NOT an application of ultraviolet rays?,production of radioisotopes,checks counterfeit money,kills bacteria and viruses,sterilize medical instruments,production of radioisotopes,1,Average
Science,Junior (Grade 7-10),________ microwaves is used in microwave ovens for heating or cooking food.,Ultra high frequency,Super high frequency,Extremely high frequency,Very high frequency,Super high frequency,1,Average
Science,Junior (Grade 7-10),Which of the following can cause photodegradation of pigments?,Microwave,Visible light,Infrared,Ultraviolet rays,Visible light,1,Average
Science,Junior (Grade 7-10),Which of the following is the most penetrating and severe exposure to this can cause death?,Radio waves,Visible light,Gamma ray,Microwave,Gamma ray,1,Average
Science,Junior (Grade 7-10),"Which radiation coming from the sun may cause wrinkles, freckles, sunburn, melanoma and other skin problems?",Ultraviolet rays,Microwave,Radio waves,Gamma ray,Ultraviolet rays,1,Average
